1568415600,250250,96919,57374,137753,178061,15578,14815
1567810800,267681,115691,56641,135158,194094,16831,16946
1567206000,268607,117150,61318,133744,192251,17714,15038
1566601200,294104,117594,69162,154750,205063,21760,19879
1565996400,307384,123457,69659,165122,219290,18805,18435
1565391600,314276,122750,64382,169606,229741,21919,20153
1564786800,278244,103362,78402,155482,184542,19400,15300
1564182000,276154,103431,83969,154458,177906,18264,14277
1563577200,278459,110912,83184,149592,180881,17954,14394
1562972400,274453,108159,73066,146942,187263,19352,14124
1562367600,263659,100184,76194,144524,172916,18950,14549
1561762800,255231,93744,73390,141620,166653,19867,15189
1561158000,295122,123600,102137,151751,175848,19770,17136
1560553200,297885,129005,101529,148439,179653,20442,16703
1559948400,292384,125790,100155,148860,176856,17734,15374
1559343600,281018,126912,103168,137513,162179,16592,15671
1558738800,273936,123599,104139,133023,155198,17315,14600
1558134000,267951,124818,108973,124485,144399,18648,14580
1557529200,254930,115619,106779,121074,134444,18238,13707
1556924400,256106,104798,109538,133831,134083,17479,12486
1556319600,268079,106058,113752,141330,140462,20691,13866
1555714800,270733,100977,112267,150958,144199,18799,14267
1555110000,259454,94483,104684,146518,141651,18452,13119
1554505200,262507,96328,109417,146837,139843,19343,13248
1553904000,262626,105050,111814,140726,136931,16851,13882
1553299200,272393,97231,118922,155562,138499,19599,14971
1552694400,275086,91893,120830,164578,139560,18615,14696
1552089600,271257,88112,121676,165097,134203,18048,15377
1551484800,269760,84988,110239,165882,144796,18891,14726
1550880000,272004,92976,94131,162726,162852,16303,15022
1550275200,257692,87049,89539,153991,152186,16653,15967
1549670400,257490,92998,86676,149044,155730,15449,15085
1549065600,273993,114681,93824,143388,165915,15924,14255
1548460800,280028,123815,101343,139452,164303,16762,14382
1547856000,278351,123459,96396,138921,166811,15970,15144
1547251200,249357,103844,84511,129756,149625,15756,15221
1546560000,230197,90503,80771,124553,135326,15143,14100
1545955200,224911,88617,79176,121405,131662,14888,14073
1545436800,220551,82143,80193,122907,125938,15500,14420
1544832000,214206,81943,88369,118808,112009,13457,13829
1544227200,221919,86929,98477,120857,110520,14133,12922
1543622400,224029,86757,96686,123697,113362,13576,13981
1543017600,239017,91389,103894,133617,121678,14011,13446
1542412800,250971,104279,107511,132237,129462,14455,13998
1541808000,257205,105332,111402,138191,132568,13682,13235
1541203200,265564,118357,120415,131794,131436,15414,13713
1540594800,256644,113594,122956,128008,119359,15043,14329
1539990000,247334,112919,121117,119743,111603,14673,14615
1539385200,245410,109672,117540,120513,113287,15226,14584
1538780400,242360,95870,108658,131074,119569,15415,14132
1538175600,244801,92802,104348,136525,125562,15475,14891
1537570800,244060,96379,93985,132087,132980,15593,17096
1536966000,237726,97614,89079,123555,132519,16558,16129
1536361200,244835,101940,97409,125179,131057,17716,16369
1535756400,239862,97413,97964,125906,125997,16542,15902
1535151600,276178,121045,119726,138025,139938,17109,16514
1534546800,296949,117932,124395,157855,154743,21162,17811
1533942000,299554,115078,120697,164351,162227,20125,16631
1533337200,308912,120230,129485,170567,162661,18115,16765
1532732400,327116,132532,143643,175782,166759,18802,16713
1532127600,314308,129481,142797,164600,155168,20228,16342
1531522800,289428,117222,134177,153420,139420,18786,15831
1530918000,268505,99616,129394,150041,125174,18849,13937
1530313200,273526,95063,134241,158593,125603,19870,13682
1529708400,275504,82933,143624,172328,117388,20242,14491
