1569020400,793509,365156,342955,365429,381340,62925,69216
1568415600,781241,371955,304076,346207,405187,63078,71977
1567810800,749565,349825,298695,340987,378596,58753,72274
1567206000,748556,345858,288810,345715,387543,56983,72202
1566601200,776580,360635,300862,360305,402213,55639,73506
1565996400,751743,351815,297845,341464,379098,58464,74800
1565391600,770883,363459,299919,352860,397049,54565,73916
1564786800,729129,333234,294031,338107,359294,57788,75804
1564182000,817103,367144,338176,389499,400135,60459,78792
1563577200,811228,367563,339924,382599,392311,61068,78994
1562972400,812433,372434,339719,377041,391905,62958,80808
1562367600,784366,368286,336808,356899,365962,59181,81597
1561762800,788536,360580,338944,361950,368524,66006,81068
1561158000,996601,434484,392814,494407,518012,67710,85776
1560553200,950678,450525,346819,443046,518452,57108,85407
1559948400,960273,452588,357517,446851,515994,60833,86761
1559343600,961941,457153,336891,440387,542623,64402,82428
1558738800,994965,474871,323981,460509,587733,59586,83251
1558134000,962057,468972,296745,433403,582220,59681,83092
1557529200,936496,467269,299824,409466,549891,59761,86782
1556924400,879342,451740,286654,371349,503360,56251,89327
1556319600,990947,517682,372067,412526,522844,60738,96034
1555714800,934191,472448,364653,401721,471904,60023,97634
1555110000,900302,445237,364168,394731,441221,60334,94912
1554505200,862409,432203,344093,371826,423053,58381,95264
1553904000,829090,417177,343685,355918,388536,55995,96871
1553299200,814860,406288,324698,351786,393552,56786,96611
1552694400,817173,414663,304598,346530,414610,55980,97965
1552089600,763800,370709,300476,338789,367363,54301,95961
1551484800,749083,376467,315286,318092,333744,54525,100053
1550880000,861682,438669,367887,359722,382111,63291,111684
1550275200,861492,439216,397286,359290,353304,62985,110901
1549670400,862754,425104,400575,371667,353740,65983,108439
1549065600,811858,405758,378745,345268,331086,60831,102026
1548460800,821410,417636,369595,345398,353659,58377,98157
1547856000,802437,411238,369004,333612,337826,57587,95608
1547251200,779971,395421,371989,327306,313041,57245,94941
1546560000,767589,398387,357217,312865,317068,56337,93304
1545955200,801293,418847,386203,319848,314919,62598,100171
1545436800,876677,431526,412920,378374,361262,66777,102496
1544832000,883438,434302,403072,382787,375542,66348,104823
1544227200,887846,423646,397400,396450,390479,67750,99967
1543622400,863843,443193,362526,355676,403602,64975,97715
1543017600,858578,435871,354691,357110,405634,65598,98254
1542412800,862245,436942,354983,362215,407209,63088,100054
1541808000,863966,421626,349629,379059,414611,63281,99725
1541203200,857128,431779,326354,362327,431075,63023,99699
1540594800,1007499,494494,421624,445691,479044,67313,106831
1539990000,1038852,501843,440037,468022,494926,68987,103889
1539385200,1023172,495931,421272,457423,500258,69820,101642
1538780400,1036462,509706,434764,458266,502874,68491,98824
1538175600,1033689,517150,423994,446072,510508,70466,99187
1537570800,1071417,529093,414442,471115,553602,71209,103374
1536966000,1016904,511073,402374,435498,513352,70333,101178
1536361200,986647,494746,395322,422986,491842,68914,99483
1535756400,984531,493267,405849,421487,476223,69776,102457
1535151600,991658,487664,424264,436736,469798,67257,97596
1534546800,995560,488493,408454,436425,490490,70643,96617
1533942000,989374,475152,411313,440775,482237,73447,95824
1533337200,1000785,462936,409148,457254,496177,80596,95462
1532732400,1090029,514784,452291,493521,538209,81723,99527
1532127600,1091032,520077,464437,491021,524959,79934,101634
1531522800,1039967,500585,446003,460983,492381,78398,101583
1530918000,1006046,496950,431096,432408,471316,76688,103634
1530313200,1020620,524626,466458,419246,449201,76746,104960
1529708400,1199773,590131,552303,534780,536667,74861,110803
1529103600,1158517,565139,558599,524546,484178,68832,115740
1528498800,1105632,557800,596982,486463,391469,61369,117183
1527894000,1096288,550031,621065,486798,355062,59459,120161
1527289200,1094121,551111,621604,480869,353046,62141,119471
1526684400,1069154,521974,604437,488375,343880,58803,120835
1526079600,1034304,502288,599510,473214,309305,58802,125489
1525474800,1020055,470871,606245,490676,288256,58509,125555
1524870000,1055909,512343,628268,485985,295167,57580,132472
1524265200,1174860,553215,685048,560617,350251,61028,139560
1523660400,1153636,534433,658148,558632,358483,60570,137004
1523055600,1101433,511760,629553,533595,332873,56080,139008
1522450800,1057007,497912,597731,506230,322482,52866,136795
1521849600,1045359,476816,591781,514070,317984,54474,135597
1521244800,1042930,450356,577915,535187,332140,57387,132875
1520640000,1010410,442101,565961,508585,312511,59724,131937
1520035200,931437,416911,511530,454908,297999,59618,121908
1519430400,1004294,470038,520564,473581,360772,60675,122958
1518825600,929483,463105,460968,407311,354070,59068,114445
1518220800,927214,484727,434762,380060,383310,62427,109142
1517616000,929890,484258,422123,386327,399172,59305,108594
1517011200,914648,488979,374698,365721,440493,59947,99455
1516406400,886347,479883,352808,345537,439030,60926,94508
1515801600,843057,456403,341812,327211,409629,59442,91615
1515196800,814798,434020,337081,320914,384541,59865,93178
1514592000,841222,439344,362441,341979,381968,59898,96813
1513987200,893209,465952,412636,362925,376473,64333,104101
1513382400,846620,434824,434395,350895,310501,60901,101724
1512777600,889756,426805,467582,398277,320059,64673,102114
1512172800,832314,420343,433826,351631,301744,60340,96746
1511568000,833552,418898,421297,354521,320494,60134,91760
1510963200,824750,405660,404518,362274,325793,56817,94439
1510358400,801232,385769,411398,354610,296873,60852,92961
1509753600,758371,372307,393076,331357,274115,54706,91180
1509145200,930344,451105,460325,416845,367176,62392,102842
1508540400,907268,434056,470955,412206,330990,61007,105322
1507935600,877789,433885,437443,379187,338571,64718,101774
1507330800,848692,413056,408378,375116,340124,60520,100190
1506726000,819398,393154,387618,368856,334240,57388,97541
1506121200,821337,390183,370367,375687,354476,55468,96495
1505516400,827274,404747,365973,367538,363642,54989,97660
1504911600,816962,396172,357167,364834,368832,55956,90963
1504306800,798548,402059,339230,342397,362811,54092,96508
1503702000,877727,424477,372039,398079,408957,55172,96732
1503097200,858554,421225,378061,382656,381275,54674,99218
1502492400,796479,397166,377615,345393,323109,53920,95756
1501887600,793582,379399,378592,359792,317092,54390,97897
1501282800,793968,382817,390110,353335,303687,57816,100170
1500678000,860651,403018,398206,395888,362022,61744,100423
1500073200,908861,421154,399983,424984,408252,62722,100626
1499382000,847190,417790,312249,363919,434720,65481,100220
1498863600,839666,441626,282131,336588,449732,61453,107804
1498258800,916537,466082,334424,389696,471880,60759,110233
1497654000,903351,451631,329626,389761,462104,61957,111621
1497049200,904932,460533,319876,380025,469815,64375,115241
1496444400,881728,452325,313726,369192,445469,60210,122533
1495839600,843018,427862,314692,358692,409203,56463,119123
1495234800,804104,398214,310319,352247,374088,53644,119698
1494630000,799068,397975,311400,347502,370406,53591,117262
1494025200,796675,403494,308824,338056,371263,55126,116588
1493420400,821873,425389,323958,336331,374702,60151,123212
1492815600,1006985,502592,400380,442888,474393,61504,132210
1492210800,1005527,492735,403708,448478,463053,64316,138767
1491606000,972367,478729,417411,433419,417969,60219,136987
1491001200,900849,439528,414459,405596,349476,55725,136913
1490400000,882245,413849,418433,412666,328443,55730,135369
1489795200,851069,381647,420117,413969,294595,55453,136358
1489190400,832019,351751,432223,426219,265273,54050,134523
1488585600,828977,346273,432855,426352,262109,56352,134012
1487980800,937737,390008,491537,490558,308558,57171,137643
1487376000,939543,378457,496070,502600,306679,58486,136795
1486771200,894710,377556,475762,458817,282415,58337,136533
1486166400,880384,372797,474284,450286,269186,57300,136913
1485561600,888526,358066,483218,474767,273910,55695,131400
1484956800,832348,355556,448242,424200,256761,52593,127345
1484352000,753124,345955,404764,356769,230003,50399,118358
1483747200,753646,344106,409062,359213,226557,50328,118027
1483142400,783863,360195,435856,365208,219640,58460,128368
1482537600,860636,377931,465323,425870,269027,56835,126287
1481932800,880522,373030,476572,451257,279466,56234,124484
1481328000,866834,367339,477042,438673,261479,60823,128313
1480723200,841404,351087,472547,430657,244795,59660,124063
1480118400,797175,332506,434671,406781,247639,57888,114865
1479513600,735285,321075,406113,361063,224440,53146,104732
1478908800,729804,300736,419079,371998,204262,57071,106463
